date;customer_id;customer_gender;customer_age;check_no;chain;store_code;store_name;product_code;category_1;category_2;category_3;qty;sale
26.10.2021;69264;Woman;51;184881;A;8;Name 8;1261;Medication;0;2;0,2;0,71
05.10.2021;63714;Woman;19;108567;B;7;Name 7;8547;NonMedication;8;122;2;2 351,25
26.11.2021;27395;Woman;42;300323;B;6;Name 6;11711;NonMedication;4;63;1;2 320,31
23.11.2021;103109;Woman;45;286937;A;2;Name 2;43;Medication;1;18;1;13,83
10.09.2021;28599;Woman;53;32177;B;5;Name 5;744;Medication;0;5;0,5;20,92
01.10.2021;45597;Woman;70;99010;A;3;Name 3;8389;Medication;1;27;1;14,97
02.09.2021;11680;Man;43;5330;B;6;Name 6;8428;Medication;2;44;1;114,3
17.11.2021;106674;Woman;23;261616;B;6;Name 6;8600;Medication;2;45;0,1;4,9
08.10.2021;122603;Woman;52;119365;A;0;Name 0;76;Medication;1;25;0,333;14,32
09.11.2021;6522;Woman;28;233730;B;5;Name 5;2696;Medication;1;33;0,5;12,89
02.10.2021;87652;Man;43;100519;A;0;Name 0;6293;Medication;1;40;0,5;34,96
10.10.2021;19985;Man;28;127636;A;1;Name 1;9931;NonMedication;3;46;1;  -    
02.11.2021;125261;Man;71;205872;B;7;Name 7;51;Medication;1;18;1;21,33
20.10.2021;17730;Man;49;162622;A;1;Name 1;3190;Medication;0;11;0,05;13,61
17.09.2021;56775;Woman;36;54750;B;6;Name 6;505;Medication;1;38;1;6,31
27.10.2021;66020;Woman;41;187497;A;3;Name 3;2067;NonMedication;18;238;1;74,25
23.10.2021;11234;Man;32;173701;A;2;Name 2;9195;Medication;1;27;0,25;46,96
02.11.2021;81629;Woman;22;208163;B;5;Name 5;9195;Medication;1;27;0,05;13,79
16.09.2021;83905;Woman;35;50989;A;3;Name 3;9518;NonMedication;4;77;1;1 416,32
15.10.2021;56177;Man;24;144341;B;7;Name 7;3013;Medication;1;27;0,1;4,31
05.10.2021;88531;Woman;41;109286;A;0;Name 0;2607;Medication;1;31;1;9,45
10.09.2021;127371;Woman;69;29271;B;7;Name 7;7084;Medication;0;13;0,214;31,35
21.10.2021;60850;Man;30;164893;B;7;Name 7;2420;Medication;0;6;1;12,93
31.10.2021;16519;Man;43;199906;A;1;Name 1;14405;Medication;0;4;1;71,06
16.11.2021;118724;Woman;60;256603;A;4;Name 4;1724;Medication;1;25;0,5;19,85
06.10.2021;53511;Woman;67;113397;A;1;Name 1;11384;Medication;0;2;0,25;14,21
25.11.2021;100720;Woman;37;294156;A;4;Name 4;4324;NonMedication;11;152;1;2 130,98
10.10.2021;300;Man;56;126450;B;7;Name 7;9243;Medication;0;2;2;462,42
13.11.2021;116380;Woman;32;248490;B;5;Name 5;233;Medication;1;23;1;6,76
17.09.2021;11585;Woman;31;54858;B;6;Name 6;3843;NonMedication;3;47;1;3 557,81
23.09.2021;57444;Woman;24;71301;B;7;Name 7;5553;Medication;1;21;1;3,63
16.09.2021;15089;Woman;39;51306;A;3;Name 3;14216;Medication;1;18;0,5;10,4
05.11.2021;30426;Man;51;218731;A;1;Name 1;2124;Medication;0;15;1;4,22
01.11.2021;123522;Woman;44;203691;A;1;Name 1;10068;NonMedication;3;49;1;1 594,52
06.09.2021;34661;Woman;47;16664;A;0;Name 0;740;Medication;1;38;1;8,22
19.09.2021;7247;Man;46;59887;B;5;Name 5;52;Medication;0;9;0,067;5,72
17.10.2021;17752;Woman;47;153023;A;3;Name 3;6907;NonMedication;3;52;1;2 405,70
04.11.2021;70312;Woman;47;217025;A;8;Name 8;9470;NonMedication;4;56;0,222;426,94
24.10.2021;75925;Man;65;175311;B;7;Name 7;13331;Medication;0;11;0,107;22,64
18.10.2021;7298;Man;61;156356;B;5;Name 5;52;Medication;0;9;1;85,62
01.09.2021;16492;Man;42;817;A;1;Name 1;1312;Medication;1;24;5;4,9
14.09.2021;41646;Woman;47;45402;A;2;Name 2;1876;NonMedication;13;187;4;1 704,04
16.10.2021;43473;Woman;64;150857;B;6;Name 6;6022;Medication;1;27;0,3;19,51
22.10.2021;31072;Woman;41;171544;A;2;Name 2;923;Medication;1;38;0,5;37,13
24.11.2021;87971;Man;53;290710;A;0;Name 0;3606;NonMedication;11;153;1;3 601,13
25.09.2021;81998;Woman;36;79816;B;5;Name 5;5058;NonMedication;3;47;1;3 557,81
29.10.2021;112418;Woman;47;193867;A;4;Name 4;156;Medication;1;19;0,05;1,33
16.11.2021;121826;Woman;36;258845;B;6;Name 6;3177;NonMedication;3;47;2;5 568,75
19.11.2021;69500;Man;63;271069;A;8;Name 8;11768;Medication;0;11;0,25;28,53
07.10.2021;18643;Woman;58;118045;A;2;Name 2;9936;Medication;2;45;1;35,88
12.11.2021;14414;Man;44;245419;B;6;Name 6;1292;Medication;1;18;2;22,28
22.09.2021;79400;Woman;42;68774;A;1;Name 1;9640;Medication;1;35;0,2;1,93
16.11.2021;108796;Woman;59;255547;B;7;Name 7;2622;Medication;0;13;0,5;18,6
09.11.2021;66054;Woman;44;235224;A;8;Name 8;3924;NonMedication;17;216;1;1 152,73
10.10.2021;129470;Man;62;128966;A;3;Name 3;2969;Medication;1;27;1;6,64
04.10.2021;13649;Man;74;107116;B;6;Name 6;1456;Medication;0;8;0,12;4,08
18.11.2021;53926;Woman;64;265159;B;6;Name 6;10015;NonMedication;3;48;1;3 635,16
08.09.2021;120289;Woman;28;22918;B;7;Name 7;9338;Medication;1;35;0,333;63,75
02.11.2021;54921;Woman;38;207894;A;3;Name 3;13210;Medication;1;32;1;77,18
02.11.2021;7740;Woman;69;208317;B;5;Name 5;4962;Medication;0;2;0,167;24,68
24.10.2021;129301;Woman;26;177967;A;8;Name 8;8019;Medication;1;18;0,417;9,94
30.10.2021;124373;Woman;30;197116;A;4;Name 4;13855;Medication;2;45;1;101,33
26.10.2021;109548;Woman;30;182650;A;1;Name 1;14828;NonMedication;8;126;2;2 799,23
08.11.2021;93778;Woman;60;228854;A;0;Name 0;3399;Medication;0;2;0,5;33,21
22.11.2021;11970;Man;23;283016;B;6;Name 6;12098;NonMedication;10;146;1;4 176,56
09.10.2021;40213;Man;66;126052;A;2;Name 2;14234;Medication;0;2;0,333;15,33
29.11.2021;61175;Man;27;309108;B;7;Name 7;2418;Medication;1;21;1;56,72
12.09.2021;66103;Woman;42;38925;A;8;Name 8;13333;Medication;1;19;0,15;11,73
20.11.2021;56780;Woman;49;273418;A;2;Name 2;1292;Medication;1;18;1;8,17
30.11.2021;113505;Woman;63;313354;A;4;Name 4;8125;Medication;1;25;5;23,66
15.10.2021;30679;Woman;49;146395;B;5;Name 5;1919;Medication;1;24;0,5;4,54
02.11.2021;1883;Woman;32;205909;B;7;Name 7;888;Medication;1;28;10;15,61
11.10.2021;109299;Woman;45;132325;A;2;Name 2;9904;Medication;1;33;0,25;15,46
24.11.2021;47573;Woman;41;291158;A;3;Name 3;2722;Medication;1;33;1;25,32
05.11.2021;7776;Woman;44;221558;A;8;Name 8;630;Medication;1;38;1;34,74
16.11.2021;42589;Woman;34;257705;A;2;Name 2;16841;Medication;2;45;1;52,05
23.11.2021;110105;Woman;43;285425;A;4;Name 4;980;Medication;0;6;3;8,58
08.11.2021;30777;Woman;32;229630;B;6;Name 6;6894;NonMedication;4;57;1;12 681,28
24.09.2021;97660;Woman;47;77425;A;3;Name 3;15493;Medication;2;45;0,334;26,71
16.10.2021;82626;Woman;27;150471;A;2;Name 2;6674;NonMedication;17;230;1;204,19
09.10.2021;48405;Woman;27;123270;B;7;Name 7;3163;NonMedication;3;49;1;  -    
13.10.2021;16139;Man;48;138561;A;1;Name 1;1161;Medication;1;27;0,2;13,42
04.09.2021;4487;Woman;59;12015;B;6;Name 6;888;Medication;1;28;0,5;43,79
19.11.2021;112866;Woman;41;266814;A;4;Name 4;8042;Medication;0;2;0,1;12,66
22.10.2021;119622;Woman;52;168107;A;4;Name 4;12553;Medication;0;5;0,25;8,22
12.09.2021;123530;Man;37;36942;A;0;Name 0;3673;Medication;0;2;0,179;9,91
26.09.2021;126809;Woman;32;83064;A;8;Name 8;2067;NonMedication;18;238;2;148,5
17.09.2021;71234;Woman;37;54146;A;8;Name 8;3118;Medication;0;2;0,167;19,63
03.10.2021;68806;Woman;47;104459;A;8;Name 8;9123;Medication;0;13;0,133;33,02
29.09.2021;93583;Woman;26;91240;A;0;Name 0;11355;NonMedication;8;122;0,1;96,53
11.11.2021;97832;Woman;49;238783;B;7;Name 7;8125;Medication;1;25;1;10,66
10.11.2021;66159;Woman;41;238403;A;8;Name 8;907;Medication;0;8;0,2;19,25
01.11.2021;104524;Man;54;203192;A;4;Name 4;2900;Medication;1;32;0,4;5,47
15.10.2021;72794;Woman;26;147993;A;8;Name 8;2260;Medication;1;27;0,1;10,59
05.10.2021;17060;Woman;39;111198;A;3;Name 3;3545;Medication;0;2;0,1;5,85
11.10.2021;115568;Man;32;129922;A;4;Name 4;6022;Medication;1;27;0,3;9,37
11.11.2021;66077;Man;44;241603;A;8;Name 8;4778;Medication;1;31;0,5;10,1
17.10.2021;101674;Woman;39;151692;A;4;Name 4;3442;NonMedication;18;238;2;167,06
30.11.2021;98283;Woman;47;312317;A;0;Name 0;9462;Medication;0;4;0,3;31,34
12.11.2021;63225;Man;40;244920;B;5;Name 5;1161;Medication;1;27;0,4;38,02
18.10.2021;54179;Man;58;154275;B;7;Name 7;3724;Medication;1;28;1;26,5
03.11.2021;38140;Woman;31;211775;B;5;Name 5;3135;Medication;2;45;1;29,68
01.09.2021;118582;Woman;21;559;A;4;Name 4;2360;Medication;0;6;1;60,44
14.10.2021;107898;Woman;21;141299;A;0;Name 0;10672;NonMedication;9;132;0,167;525,32
20.10.2021;32610;Woman;22;164325;A;3;Name 3;3807;Medication;0;6;1;53,99
23.10.2021;102523;Woman;41;172108;B;7;Name 7;9227;Medication;1;24;5;6,81
10.10.2021;5518;Woman;31;129418;B;5;Name 5;8367;NonMedication;4;58;1;10 821,94
11.10.2021;88224;Woman;39;130451;A;0;Name 0;13881;NonMedication;4;56;0,313;1 238,12
12.10.2021;21025;Woman;28;134549;B;5;Name 5;17194;Medication;2;45;1;5,45
03.09.2021;8052;Woman;52;9127;B;5;Name 5;103;Medication;0;2;1;27,45
07.09.2021;54207;Woman;21;19361;B;7;Name 7;8775;NonMedication;5;94;1;4 021,88
17.11.2021;93128;Man;24;260066;A;0;Name 0;1135;Medication;1;36;8;6,97
21.10.2021;79203;Woman;30;166694;A;3;Name 3;6395;NonMedication;13;183;4;148,5
05.11.2021;114656;Woman;32;217708;A;4;Name 4;485;Medication;1;18;4;68,09
30.10.2021;116033;Woman;55;196987;A;4;Name 4;6395;NonMedication;13;183;1;37,13
20.11.2021;120804;Woman;32;273972;B;6;Name 6;8349;NonMedication;4;58;1;9 018,28
24.09.2021;35922;Woman;51;76122;B;6;Name 6;7082;Medication;0;13;0,167;60,89
26.11.2021;123602;Woman;55;299150;A;3;Name 3;3762;Medication;0;13;1;42,99
07.10.2021;15988;Woman;47;117051;A;1;Name 1;14137;NonMedication;13;183;1;46,41
21.09.2021;82125;Woman;36;64379;B;7;Name 7;16957;NonMedication;13;184;50;3 093,75
10.11.2021;40584;Man;65;236733;A;2;Name 2;8604;Medication;0;9;0,5;118,21
01.10.2021;70353;Woman;60;99525;A;8;Name 8;52;Medication;0;9;0,167;6,94
19.11.2021;82846;Woman;53;270559;B;5;Name 5;13704;NonMedication;4;58;1;11 740,78
19.09.2021;124577;Woman;24;59423;A;0;Name 0;206;Medication;1;24;1;7,46
31.10.2021;95707;Woman;51;200730;A;0;Name 0;49;Medication;0;5;0,5;10,13
28.10.2021;3262;Man;56;190210;A;1;Name 1;11830;Medication;2;45;0,334;16,14
15.09.2021;32768;Man;38;47698;B;5;Name 5;1771;Medication;0;11;0,1;0,86
04.09.2021;112588;Woman;39;10977;A;4;Name 4;1430;NonMedication;3;52;1;2 129,12
22.10.2021;41190;Woman;63;171225;A;2;Name 2;9640;Medication;1;35;0,4;4,49
22.11.2021;75165;Woman;24;280751;B;7;Name 7;608;Medication;1;18;0,05;3,63
23.11.2021;130294;Woman;50;284777;B;7;Name 7;52;Medication;0;9;0,1;6,94
25.09.2021;97026;Woman;38;79741;B;5;Name 5;5265;NonMedication;4;64;1;5 445,00
06.11.2021;67047;Man;38;224706;A;8;Name 8;13208;NonMedication;4;56;0,25;1 141,59
10.11.2021;76954;Man;33;238063;B;6;Name 6;1144;Medication;0;11;0,2;9,08
21.10.2021;75444;Woman;41;166278;B;6;Name 6;11384;Medication;0;2;0,036;3,95
07.09.2021;51368;Woman;37;20907;B;6;Name 6;12351;NonMedication;5;89;1;1 268,44
04.10.2021;124259;Woman;27;107600;B;5;Name 5;11830;Medication;2;45;0,5;42,38
20.09.2021;101093;Woman;56;61586;A;4;Name 4;1724;Medication;1;25;0,1;5,04
11.10.2021;17606;Woman;37;131023;B;6;Name 6;6701;NonMedication;17;230;1;340,31
26.09.2021;88598;Woman;37;81395;A;0;Name 0;7179;NonMedication;8;119;1;445,5
17.11.2021;42580;Woman;68;262459;A;2;Name 2;9104;NonMedication;5;83;1;694,24
01.11.2021;49918;Man;43;202636;B;7;Name 7;11967;Medication;2;42;2;160,72
20.09.2021;66765;Woman;38;64048;A;8;Name 8;7098;Medication;1;18;0,417;5,47
03.09.2021;27484;Woman;44;9247;B;5;Name 5;9904;Medication;1;33;0,125;10,84
12.10.2021;99416;Woman;36;133676;A;4;Name 4;1099;NonMedication;13;184;1;33,41
30.10.2021;96383;Woman;46;197653;A;1;Name 1;9748;Medication;2;45;0,5;9,69
19.11.2021;30195;Woman;29;266454;B;7;Name 7;12612;NonMedication;5;83;1;10 209,38
10.10.2021;105793;Man;26;128445;A;8;Name 8;1099;NonMedication;13;184;5;167,06
20.11.2021;107665;Woman;48;271976;A;0;Name 0;2103;Medication;0;8;0,133;9,72
25.11.2021;22347;Woman;42;294291;A;1;Name 1;766;NonMedication;13;187;1;83,53
05.10.2021;121035;Woman;23;110624;B;6;Name 6;1099;NonMedication;13;184;2;123,75
29.10.2021;86986;Woman;31;196079;A;3;Name 3;15543;NonMedication;17;230;1;315,56
02.09.2021;77829;Man;47;5715;A;3;Name 3;228;Medication;0;6;0,214;14,97
10.10.2021;93437;Woman;21;126807;A;0;Name 0;1102;Medication;1;18;5;7,13
12.10.2021;56687;Woman;30;135236;A;3;Name 3;1099;NonMedication;13;184;6;200,48
20.09.2021;35520;Man;47;62949;B;6;Name 6;817;Medication;1;28;1;72,15
09.11.2021;104917;Man;53;235085;A;8;Name 8;11172;NonMedication;3;47;1;2 093,85
16.09.2021;6620;Woman;18;50675;B;5;Name 5;2041;NonMedication;12;172;1;4 006,41
14.09.2021;113749;Woman;35;42630;A;4;Name 4;9338;Medication;1;35;0,067;7,7
18.11.2021;102412;Man;44;265285;B;5;Name 5;1099;NonMedication;13;184;1;61,88
09.11.2021;72049;Woman;29;235131;A;8;Name 8;15215;Medication;1;23;1;35,96
31.10.2021;24003;Man;52;201148;A;3;Name 3;2509;NonMedication;3;50;2;2 335,16
02.10.2021;17614;Man;37;101109;A;1;Name 1;1713;NonMedication;3;46;1;8 111,81
01.10.2021;62873;Woman;20;96769;A;4;Name 4;6578;NonMedication;3;47;2;2 819,64
23.10.2021;68162;Woman;34;172131;B;7;Name 7;17139;Medication;2;45;1;173,92
20.11.2021;89707;Woman;62;271979;A;0;Name 0;3136;Medication;0;13;0,25;18,54
20.10.2021;84032;Woman;49;162609;A;1;Name 1;3109;Medication;1;27;0,3;18,4
29.10.2021;61177;Woman;29;192193;B;7;Name 7;766;NonMedication;13;187;1;139,22
06.11.2021;126761;Woman;67;222087;A;0;Name 0;8981;Medication;0;2;0,333;29,76
11.11.2021;66354;Man;40;241741;A;8;Name 8;317;Medication;0;8;0,167;12,33
26.11.2021;53203;Woman;38;301429;B;7;Name 7;5544;NonMedication;12;172;1;2 304,84
10.11.2021;129999;Woman;25;236132;A;0;Name 0;5269;NonMedication;8;122;0,278;952,26
07.11.2021;3111;Woman;49;226703;B;5;Name 5;17126;Medication;2;45;1;81,22
29.10.2021;11270;Woman;57;194635;B;6;Name 6;917;Medication;1;18;0,1;6,26
14.10.2021;12268;Woman;28;142204;B;6;Name 6;7193;NonMedication;8;118;1;1 392,19
08.10.2021;124147;Man;33;120848;B;6;Name 6;3217;NonMedication;3;46;2;16 186,50
25.11.2021;13077;Man;61;295872;B;6;Name 6;737;Medication;1;25;2;12,71
08.09.2021;75844;Man;52;23674;A;4;Name 4;1026;Medication;1;35;0,333;14,08
15.11.2021;46159;Man;47;254140;A;3;Name 3;3330;Medication;1;18;0,25;5,61
22.10.2021;88653;Woman;42;169550;A;0;Name 0;6022;Medication;1;27;0,1;3,43
26.09.2021;106380;Woman;33;82103;A;2;Name 2;2568;NonMedication;13;197;3;775,91
02.10.2021;66129;Man;50;101346;A;8;Name 8;52;Medication;0;9;0,067;3,59
06.09.2021;101450;Woman;36;18823;A;2;Name 2;5640;NonMedication;13;183;2;278,44
28.11.2021;47102;Woman;65;306228;B;7;Name 7;3226;Medication;0;13;1;29,09
22.10.2021;118112;Woman;19;169917;B;6;Name 6;16024;NonMedication;11;152;1;7 734,38
02.11.2021;5355;Man;64;208306;B;5;Name 5;1232;Medication;1;21;1;45,1
04.09.2021;114681;Woman;34;11085;A;4;Name 4;3442;NonMedication;18;238;1;70,54
26.09.2021;40932;Woman;40;82362;A;2;Name 2;1475;Medication;1;36;0,25;19,17
26.11.2021;52296;Woman;66;299823;A;2;Name 2;9456;Medication;2;45;0,833;78,76
14.10.2021;13063;Man;83;142409;B;6;Name 6;651;Medication;1;31;0,6;26,68
30.11.2021;93282;Woman;25;312398;A;0;Name 0;3807;Medication;0;6;1;53,99
19.10.2021;62979;Woman;23;160765;B;5;Name 5;3582;NonMedication;13;183;2;2 103,75
24.11.2021;37080;Man;49;292136;A;2;Name 2;1099;NonMedication;13;184;1;27,84
11.10.2021;56474;Woman;23;130659;A;1;Name 1;7215;NonMedication;13;191;0,333;1 175,01
08.09.2021;16205;Woman;67;23317;A;1;Name 1;3545;Medication;0;2;0,1;6,48
27.10.2021;104276;Woman;48;188395;A;2;Name 2;1288;NonMedication;13;183;5;139,22
04.11.2021;98570;Woman;53;214759;A;0;Name 0;103;Medication;0;2;1;16,69
09.09.2021;67883;Man;51;28137;A;8;Name 8;8980;Medication;0;2;0,333;27,14
16.10.2021;78273;Woman;23;148301;B;7;Name 7;3442;NonMedication;18;238;1;139,22
27.09.2021;51699;Man;50;83468;B;7;Name 7;16957;NonMedication;13;184;10;618,75
30.10.2021;115207;Man;32;199189;B;6;Name 6;6400;NonMedication;13;183;50;11 601,56
11.10.2021;26894;Woman;54;131918;A;3;Name 3;1724;Medication;1;25;0,1;5,04
04.10.2021;5805;Man;30;107826;B;5;Name 5;724;Medication;1;27;0,1;5,94
13.11.2021;102301;Woman;30;247133;A;0;Name 0;4676;Medication;1;27;0,5;33,08
11.11.2021;29823;Woman;25;238818;B;7;Name 7;1532;NonMedication;13;187;1;1 314,84
20.09.2021;82601;Woman;21;61420;B;7;Name 7;14827;NonMedication;8;126;1;1 945,97
10.09.2021;13481;Man;67;31279;B;6;Name 6;6221;Medication;0;6;3;127,23
06.09.2021;53668;Woman;47;18341;A;3;Name 3;13465;NonMedication;11;152;1;1 364,34
17.10.2021;63996;Woman;51;153336;B;5;Name 5;7221;NonMedication;8;122;1;835,31
19.11.2021;91087;Woman;61;267997;A;0;Name 0;890;Medication;1;27;2;2,83
21.11.2021;48376;Man;23;276578;B;7;Name 7;11700;NonMedication;12;173;2;4 331,25
01.09.2021;97001;Man;49;2980;A;3;Name 3;14750;Medication;0;16;0,6;189,46
30.09.2021;70007;Man;32;95855;A;8;Name 8;16957;NonMedication;13;184;50;1 670,63
26.10.2021;71145;Woman;30;184908;A;8;Name 8;4891;NonMedication;4;61;1;1 085,91
03.09.2021;89611;Woman;49;7425;A;0;Name 0;9395;Medication;1;35;2;87,39
14.11.2021;120990;Man;25;250420;A;1;Name 1;6022;Medication;1;27;0,4;10,92
07.10.2021;7733;Woman;43;117314;B;5;Name 5;5904;NonMedication;12;173;1;835,31
30.10.2021;106102;Woman;39;196945;A;4;Name 4;1733;Medication;1;27;0,5;13,69
16.10.2021;12810;Man;62;150658;B;6;Name 6;41;Medication;1;33;0,2;17,24
05.11.2021;1422;Man;34;219028;A;1;Name 1;2200;Medication;1;18;0,5;19,66
14.10.2021;17354;Man;38;140863;B;7;Name 7;596;NonMedication;14;202;1;1 175,63
07.11.2021;97666;Man;34;227019;A;3;Name 3;3933;NonMedication;12;172;1;710,94
20.10.2021;111698;Man;35;161921;A;4;Name 4;55;Medication;0;13;0,5;12,2
26.10.2021;2844;Man;47;184403;A;3;Name 3;14276;Medication;1;18;2;25,95
07.09.2021;6316;Woman;25;20255;A;1;Name 1;1034;Medication;0;4;0,334;27,12
24.11.2021;20850;Woman;25;289470;B;7;Name 7;944;NonMedication;13;197;1;170,16
22.11.2021;50156;Woman;36;281224;A;1;Name 1;52;Medication;0;9;0,133;7,54
09.10.2021;79720;Man;39;123424;B;7;Name 7;3202;NonMedication;3;47;1;  -    
02.11.2021;76936;Woman;60;207147;A;1;Name 1;6022;Medication;1;27;0,5;13,64
22.11.2021;19777;Man;32;281392;A;1;Name 1;917;Medication;1;18;0,1;3,84
13.11.2021;25870;Man;36;247563;A;3;Name 3;9419;Medication;1;28;1;112,82
04.09.2021;94465;Man;33;13031;A;3;Name 3;2568;NonMedication;13;197;1;258,02
21.09.2021;128115;Woman;26;65078;A;0;Name 0;2957;Medication;0;2;0,167;15,98
24.11.2021;55906;Man;32;290758;A;0;Name 0;14960;NonMedication;4;60;1;4 779,84
05.10.2021;65684;Woman;42;111107;A;2;Name 2;7735;Medication;0;1;1;389,43
25.11.2021;105858;Man;29;296851;A;8;Name 8;9682;Medication;2;45;1;80,75
12.11.2021;101136;Woman;71;242421;A;4;Name 4;12525;NonMedication;14;205;2;1 033,93
08.10.2021;121278;Woman;41;120094;A;4;Name 4;1882;Medication;0;8;0,05;2,42
06.11.2021;11722;Woman;25;223692;A;2;Name 2;15143;NonMedication;17;234;1;178,2
07.11.2021;92920;Woman;28;225631;A;0;Name 0;651;Medication;1;31;1;36,35
18.10.2021;52372;Woman;33;156979;A;2;Name 2;14829;NonMedication;8;126;1;1 399,61
27.10.2021;45649;Man;67;187378;A;3;Name 3;1260;Medication;1;24;2;3,27
29.09.2021;126236;Woman;37;92369;B;6;Name 6;6395;NonMedication;13;183;3;185,63
26.10.2021;46691;Woman;31;183974;A;3;Name 3;3401;Medication;1;27;1;96,1
02.10.2021;18572;Woman;34;100954;A;1;Name 1;6395;NonMedication;13;183;5;185,63
27.11.2021;5883;Man;29;303573;B;7;Name 7;13218;NonMedication;12;172;1;2 242,97
19.11.2021;88367;Woman;40;267993;A;0;Name 0;1987;Medication;1;21;1;17,59
31.10.2021;70846;Woman;31;202272;A;8;Name 8;1099;NonMedication;13;184;1;33,41
12.10.2021;88221;Woman;52;134530;A;0;Name 0;11344;Medication;0;2;0,111;7,19
12.11.2021;25465;Woman;53;243079;A;1;Name 1;54;Medication;0;13;0,017;0,3
05.11.2021;92501;Woman;30;217710;A;4;Name 4;3283;Medication;0;2;2;87,31
01.11.2021;107890;Woman;25;203393;A;0;Name 0;13588;Medication;1;19;1;56,49
26.09.2021;48734;Woman;29;81492;A;1;Name 1;8205;NonMedication;3;47;1;1 726,31
18.10.2021;50113;Woman;37;156305;A;3;Name 3;3140;Medication;2;42;0,333;23,25
03.10.2021;62785;Woman;48;102481;B;7;Name 7;652;Medication;1;31;1;34,03
20.11.2021;105042;Man;71;275796;A;8;Name 8;441;Medication;1;33;0,5;7
15.09.2021;118702;Woman;76;46279;A;4;Name 4;8981;Medication;0;2;0,667;57,88
15.10.2021;83535;Woman;63;147420;A;2;Name 2;12093;NonMedication;12;174;1;4 733,44
05.11.2021;24014;Man;71;219898;A;3;Name 3;12373;Medication;1;27;1;21,43
31.10.2021;114153;Woman;55;199858;A;4;Name 4;651;Medication;1;31;0,1;3,68
29.09.2021;130321;Man;59;93053;A;2;Name 2;4681;Medication;0;1;1;141,79
08.10.2021;118965;Woman;72;120004;A;4;Name 4;1736;Medication;0;8;0,467;33,35
24.09.2021;117487;Woman;24;74977;A;4;Name 4;6651;NonMedication;4;74;1;2 212,65
01.09.2021;29820;Woman;31;3273;A;8;Name 8;15205;Medication;1;27;0,25;8,14
03.09.2021;64639;Woman;35;7193;A;4;Name 4;2517;Medication;1;27;3;16,12
21.09.2021;17897;Woman;49;65615;A;1;Name 1;1411;Medication;1;31;1;5,94
20.09.2021;13412;Woman;41;62290;A;1;Name 1;7221;NonMedication;8;122;1;  -    
31.10.2021;15923;Woman;59;201270;B;6;Name 6;1517;Medication;1;18;0,1;6,99
10.09.2021;46237;Woman;70;33070;A;3;Name 3;7355;Medication;1;27;1;60,22
25.10.2021;107744;Woman;56;180986;A;8;Name 8;8326;Medication;0;6;0,524;6,48
07.11.2021;105845;Woman;25;227445;A;8;Name 8;1260;Medication;1;24;2;3,13
20.11.2021;49121;Woman;29;272707;A;3;Name 3;8157;NonMedication;13;183;1;464,06
11.10.2021;70113;Woman;44;130153;A;4;Name 4;4778;Medication;1;31;0,071;1,44
13.09.2021;72553;Woman;21;41251;A;8;Name 8;758;Medication;1;21;1;18,08
29.10.2021;65744;Woman;45;196487;A;8;Name 8;16973;Medication;0;2;0,333;36,51
21.11.2021;91944;Man;31;277338;A;0;Name 0;9183;NonMedication;4;56;2;5 049,00
28.10.2021;13876;Woman;38;190361;B;5;Name 5;2420;Medication;0;6;1;12,93
18.11.2021;103760;Woman;45;264545;A;3;Name 3;5254;Medication;1;18;1;8,39
27.10.2021;2044;Woman;29;188044;B;5;Name 5;4674;NonMedication;3;54;1;396
10.09.2021;103111;Woman;57;32114;B;5;Name 5;16905;Medication;1;24;1;14,16
30.11.2021;92244;Woman;44;312587;A;0;Name 0;7275;Medication;0;2;0,5;29,78
25.09.2021;118915;Man;56;77709;B;7;Name 7;2484;Medication;0;2;1;6,13
21.11.2021;98431;Man;39;277356;A;0;Name 0;14829;NonMedication;8;126;1;1 167,58
13.10.2021;63963;Woman;45;139064;A;3;Name 3;3332;Medication;0;8;0,2;3,21
08.10.2021;40388;Man;71;121552;A;2;Name 2;1724;Medication;1;25;0,5;19,85
01.10.2021;2417;Woman;24;97863;A;1;Name 1;14432;NonMedication;11;152;1;2 049,30
26.10.2021;77493;Woman;37;183078;A;2;Name 2;5140;Medication;0;2;0,467;40,37
17.10.2021;88122;Woman;44;151909;A;0;Name 0;4778;Medication;1;31;1;20,23
22.10.2021;9127;Man;76;170081;B;5;Name 5;2879;Medication;0;2;0,467;18,56
08.10.2021;24480;Woman;81;122543;A;3;Name 3;511;Medication;1;35;2;2,61
07.09.2021;42633;Woman;50;21932;A;2;Name 2;404;Medication;0;8;0,5;8,71
23.11.2021;24867;Man;39;286276;A;1;Name 1;13664;Medication;1;31;0,2;58,23
03.09.2021;6959;Woman;58;8858;A;2;Name 2;14027;Medication;2;45;0,167;25,43
26.11.2021;109029;Woman;26;299101;A;3;Name 3;224;Medication;0;6;1;39,07
24.09.2021;30386;Woman;37;76438;B;6;Name 6;496;Medication;1;18;0,1;15,16
03.09.2021;62634;Woman;50;9406;A;3;Name 3;566;Medication;1;40;4;39,31
16.09.2021;56343;Man;36;49238;B;7;Name 7;4567;NonMedication;9;136;1;2 490,47
28.11.2021;16703;Man;39;307255;A;1;Name 1;13382;Medication;1;18;0,204;43,86
02.10.2021;64635;Woman;47;100931;A;1;Name 1;6893;NonMedication;4;61;2;2 132,83
24.10.2021;92430;Man;30;176255;A;0;Name 0;651;Medication;1;31;0,1;3,62
